DateTime_UTC,region,site,variable,value,flagtype,flagcomment
2/1/2018 17:45,KS,KANSASRFALLLEAF,DOsat_pct,116.201,,
2/1/2018 17:45,KS,KANSASRFALLLEAF,Discharge_m3s,67.9603,,
2/1/2018 17:45,KS,KANSASRFALLLEAF,Light_PAR,-0.04,,
2/1/2018 17:45,KS,KANSASRFALLLEAF,WaterTemp_C,4.2265,,
2/1/2018 18:00,KS,KANSASRFALLLEAF,AirPres_kPa,97.4348,,
2/1/2018 18:00,KS,KANSASRFALLLEAF,DO_mgL,15.145,,
2/1/2018 18:00,KS,KANSASRFALLLEAF,DOsat_pct,120.266,,
2/1/2018 18:00,KS,KANSASRFALLLEAF,Discharge_m3s,68.2435,,
2/1/2018 18:00,KS,KANSASRFALLLEAF,Light_PAR,-0.06,,
2/1/2018 18:00,KS,KANSASRFALLLEAF,WaterTemp_C,4.389,,
2/1/2018 18:15,KS,KANSASRFALLLEAF,AirPres_kPa,97.4814,,
2/1/2018 18:15,KS,KANSASRFALLLEAF,DO_mgL,15.144,,
2/1/2018 18:15,KS,KANSASRFALLLEAF,DOsat_pct,120.623,,
2/1/2018 18:15,KS,KANSASRFALLLEAF,Discharge_m3s,68.3851,,
2/1/2018 18:15,KS,KANSASRFALLLEAF,Light_PAR,0.69,,
2/1/2018 18:15,KS,KANSASRFALLLEAF,WaterTemp_C,4.5045,,
2/1/2018 18:30,KS,KANSASRFALLLEAF,AirPres_kPa,97.5149,,
2/1/2018 18:30,KS,KANSASRFALLLEAF,DO_mgL,15.057,,
2/1/2018 18:30,KS,KANSASRFALLLEAF,DOsat_pct,120.231,,
2/1/2018 18:30,KS,KANSASRFALLLEAF,Discharge_m3s,68.2435,,
2/1/2018 18:30,KS,KANSASRFALLLEAF,Light_PAR,2.9,,
2/1/2018 18:30,KS,KANSASRFALLLEAF,WaterTemp_C,4.601,,
2/1/2018 18:45,KS,KANSASRFALLLEAF,AirPres_kPa,97.5566,,
